Unnamed: 0,Server,Name,Point,Winner,Opp_team_server,Opp_team_name,Opp_team_point,Similarity
43,S49,戦国松千代祭,25100,True,S11,やみりん,24000,2
44,S2,花,25100,True,S2,ママの野望,24000,2
45,S2,ママの野望,22900,False,S2,花,24000,2
46,S29,韋駄天,25100,True,S33,クロ一家,24000,2
47,S33,クロ一家,22900,False,S29,韋駄天,24000,2
48,S47,怒髪天,24600,True,S19,大義名分,23500,2
49,S19,大義名分,22400,False,S47,怒髪天,23500,2
50,S2,一騎当千,24600,True,S40,百鬼夜行,23500,2
51,S40,百鬼夜行,22400,False,S2,一騎当千,23500,2
52,S10,居酒屋横丁,22400,False,S25,梅恋峰,23500,2
53,S25,梅恋峰,24600,True,S10,居酒屋横丁,23500,2
54,S37,XJAPAN,22400,False,S29,一番槍,23500,2
55,S29,一番槍,24600,True,S37,XJAPAN,23500,2
56,S19,無道,22400,False,S38,二天一流道場,23500,2
57,S38,二天一流道場,24600,True,S19,無道,23500,2
58,S19,其除如林,24600,True,S3,天神風,23500,2
59,S3,天神風,22400,False,S19,其除如林,23500,2
60,S40,蒼炎,22400,False,S33,白夜の砦,23500,2
61,S33,白夜の砦,24600,True,S40,蒼炎,23500,2
62,S29,白夜の風,24600,True,S9,黒母衣衆,23500,2
63,S9,黒母衣衆,22400,False,S29,白夜の風,23500,2
64,S39,天下布武,24100,True,S19,翠虎軍,23000,2
65,S19,翠虎軍,21900,False,S39,天下布武,23000,2
66,S9,月華,24100,True,S9,八百万の民,23000,2
67,S9,八百万の民,21900,False,S9,月華,23000,2
68,S25,慈愛への旅路,24100,True,S7,歌舞伎衆,23000,2
69,S7,歌舞伎衆,21900,False,S25,慈愛への旅路,23000,2
70,S35,八重椿,24100,True,S39,毘、北陸軍談,23000,2
71,S39,毘、北陸軍談,21900,False,S35,八重椿,23000,2
72,S29,感謝祭,21900,False,S17,漆黒の軍団,23000,2
73,S17,漆黒の軍団,24100,True,S29,感謝祭,23000,2
74,S31,雅治の家,21900,False,S43,花魁道中,23000,2
75,S43,花魁道中,24100,True,S31,雅治の家,23000,2
76,S25,梅の花,24100,True,S5,花笠衆,23000,2
77,S5,花笠衆,21900,False,S25,梅の花,23000,2
78,S25,武神,21900,False,S47,新選組,23000,2
79,S47,新選組,24100,True,S25,武神,23000,2
80,S45,鳳仙花,23600,True,S37,千心夢楽,22500,2
81,S37,千心夢楽,21400,False,S45,鳳仙花,22500,2
82,S13,万里一空,21400,False,S48,笑点,22500,0
83,S48,笑点,23600,True,S13,万里一空,22500,2
84,S33,天一,21400,False,S45,飛春の野望,22500,0
85,S45,飛春の野望,23600,True,S33,徳川光圀,22500,2
86,S27,新立呑屋連合,21400,False,S46,黒龍,22500,2
87,S46,黒龍,23600,True,S27,新立呑屋連合,22500,2
88,S3,成田長季,21400,False,S43,犬夜叉,22500,2
89,S43,犬夜叉,23600,True,S3,成田長季,22500,2
90,S46,蒼穹,21400,False,S41,自由無言同盟,22500,2
91,S41,自由無言同盟,23600,True,S46,蒼穹,22500,2
92,S39,少年探偵団,21400,False,S19,天六大魔王,22500,2
93,S19,天六大魔王,23600,True,S39,少年探偵団,22500,2
94,S29,天下統一,21400,False,S49,春夏秋冬,22500,2
95,S49,春夏秋冬,23600,True,S29,天下統一,22500,2
96,S43,まほろば,23100,True,S5,豆柴,22000,2
97,S5,豆柴,20900,False,S43,まほろば,22000,2
98,S1,§百花繚乱§,23100,True,S6,つの将軍,22000,0
99,S6,つの将軍,20900,False,S1,§百花繚乱§,22000,2
100,S15,上州箕輪衆,20900,False,S17,千本桜,22000,2
101,S17,千本桜,23100,True,S15,上州箕輪衆,22000,2
102,S1,七福神,20900,False,S41,天下無双,22000,2
103,S41,天下無双,23100,True,S1,七福神,22000,2
104,S40,朱雀,23100,True,S19,北陸遊撃隊,22000,2
105,S19,北陸遊撃隊,20900,False,S40,朱雀,22000,2
106,S29,紫,20900,False,S45,勇往邁進,22000,2
107,S45,勇往邁進,23100,True,S29,紫,22000,2
108,S41,あべ内閣,20900,False,S38,伏見稲荷,22000,2
109,S38,伏見稲荷,23100,True,S41,あべ内閣,22000,2
110,S33,破軍の星,23100,True,S3,宵闇の八咫烏,22000,2
111,S3,宵闇の八咫烏,20900,False,S33,破軍の星,22000,2
112,S3,暁,22600,True,S40,朱雀親衛隊,21500,2
113,S40,朱雀親衛隊,20400,False,S3,暁,21500,2
114,S31,天晴れ,20400,False,S15,風林火山,21500,2
115,S15,風林火山,22600,True,S31,天晴れ,21500,2
116,S31,無窮の夢,20400,False,S15,和国一門,21500,2
117,S15,和国一門,22600,True,S31,無窮の夢,21500,2
118,S42,魑魅魍魎,20400,False,S41,月華衆,21500,2
119,S41,月華衆,22600,True,S42,魑魅魍魎,21500,2
120,S27,百鬼夜行竜王,20400,False,S29,寝具連合,21500,2
121,S29,寝具連合,22600,True,S27,百鬼夜行竜王,21500,2
122,S39,風林火山,20400,False,S46,蒼龍,21500,2
123,S46,蒼龍,22600,True,S39,風林火山,21500,2
124,S27,鬼殺隊,20400,False,S3,毘沙門天,21500,2
125,S3,毘沙門天,22600,True,S27,鬼殺隊,21500,2
126,S15,朧桜,20400,False,S2,洒々落々,21500,2
127,S2,洒々落々,22600,True,S15,朧桜,21500,2
128,S4,覇道流れ組,22100,True,S3,キャベツ太郎,21000,0
129,S3,キャベツ太郎,19900,False,S4,覇道流れ組,21000,2
130,S42,相模国,22100,True,S15,ゆるキャン,21000,2
131,S15,ゆるキャン,19900,False,S42,相模国,21000,2
132,S11,坂東武者,22100,True,S38,侃侃貫徹,21000,2
133,S38,侃侃貫徹,19900,False,S11,坂東武者,21000,2
134,S21,戦国の夜明け,22100,True,S23,雷迅雷鳴,21000,2
135,S23,雷迅雷鳴,19900,False,S21,戦国の夜明け,21000,2
136,S39,RE・梁山泊,22100,True,S7,織田家,21000,2
137,S7,織田家,19900,False,S39,RE・梁山泊,21000,2
138,S13,月華美刀,22100,True,S6,ヴェルサーチ,21000,2
139,S6,ヴェルサーチ,19900,False,S13,月華美刀,21000,2
140,S25,四魔貴族,19900,False,S23,天運懺悔,21000,2
141,S23,天運懺悔,22100,True,S25,四魔貴族,21000,2
142,S42,さつまいも,22100,True,S13,関東同盟,21000,2
143,S13,関東同盟,19900,False,S42,さつまいも,21000,2
144,S4,天下静謐,21600,True,S35,治国平天下,20500,2
145,S35,治国平天下,19400,False,S4,天下静謐,20500,2
146,S17,三方原,21600,True,S31,天鵞絨葵,20500,0
147,S31,天鵞絨葵,19400,False,S17,三方原,20500,2
148,S7,真田華撃団,21600,True,S8,幻影旅団,20500,2
149,S10,覇王,19400,False,S7,真田華撃団,20500,0
150,S47,錦の御旗,21600,True,S7,天狼衆,20500,2
151,S7,天狼衆,19400,False,S47,錦の御旗,20500,2
152,S38,天下統一,19400,False,S1,楽しく遊ぼう,20500,2
153,S1,楽しく遊ぼう,21600,True,S38,天下統一,20500,2
154,S44,金吾丸,21600,True,S31,北陸帝国,20500,2
155,S31,北陸帝国,19400,False,S44,金吾丸,20500,2
156,S39,武田騎馬隊,19400,False,S35,義義義,20500,0
157,S35,義義義,21600,True,S39,武田騎馬隊,20500,0
158,S11,天下布武1,21600,True,S13,六文銭,20500,0
159,S13,六文銭,19400,False,S11,天下布武1,20500,0
