Unnamed: 0,Server,Name,Point,Winner,Opp_team_server,Opp_team_name,Opp_team_point,Similarity
35,S4,百万一心,26756,False,S30,秦国,27600,2
36,S22,ゆる〜く,29000,True,S11,関東ニャン組,28541,2
37,S22,幸運の大桜,26800,False,S4,河童衆,27900,2
38,S21,蟹江警備隊,29070,True,S3,成田長親,28600,2
39,S4,RED,26800,True,S37,威風凛々,25900,2
40,S23,神乃一族,31200,False,S4,涼風一陣,35500,0
41,S1,夜月風雪,31288,True,S35,太郎丸,30300,2
42,S1,風の如く,31200,True,S17,極楽浄土,30300,2
43,S10,一人旅,28961,True,S8,和気藹々,28100,2
44,S4,河童衆,29000,True,S22,幸運の大桜,27900,2
45,S29,九州総統連合,26800,False,S36,おもち,28600,2
46,S10,武装戦線,29008,False,S13,明鏡止水,29600,2
47,S17,赤兎馬,33431,False,S13,孤軍奮闘,33300,2
48,S10,千本桜零鬼,28500,True,S24,24鯖代表,27400,2
49,S16,長宗我部赤鎧,28500,False,S3,円山動物園,30600,2
50,S2,エゴイスト,28523,False,S37,疾風迅雷,29600,2
51,S8,大日本帝國,30677,True,S6,化楽天,29100,2
52,S26,倭寇,28500,False,S17,九州天皇會,30300,2
53,S13,明鏡止水,30700,True,S10,武装戦線,30108,2
54,S19,乱舞,21900,False,S16,雅,23200,2
55,S7,続、不協和音,24100,True,S27,空中庭園,19897,2
56,S5,源氏一族2部,30700,True,S28,戦国の花,29632,2
57,S18,TITANS,30700,False,S6,里見八犬伝,31268,2
58,S28,戦国の花,28532,False,S5,源氏一族2部,29600,2
59,S24,24鯖代表,26300,False,S10,千本桜零鬼,27400,2
60,S37,疾風迅雷,30700,True,S2,エゴイスト,29623,2
61,S14,四国連合,26300,True,S39,風林火山,25400,2
62,S1,炎上軍,28500,False,S27,百鬼夜行鳳凰,28900,2
63,S7,歌舞伎衆,24100,True,S15,越後同盟,17800,0
64,S6,化楽天,28000,False,S8,大日本帝國,29577,2
65,S31,八咫烏,30237,True,S8,システマ,28732,2
66,S14,楽園,32400,True,S8,九州同盟,30600,2
67,S16,八咫烏,25800,False,S9,魔の巣,26900,2
68,S2,東南の風,23563,False,S30,楽華隊,24900,2
69,S17,BASARA,23600,True,S25,梅の花,21598,2
70,S9,魔の巣,28000,True,S16,八咫烏,26900,2
71,S13,自由の翼,28000,False,S7,安芸諸国連合,28800,2
72,S8,鎌倉幕府,25800,False,S14,念仏喫茶,26459,2
73,S9,FM807,25800,False,S19,鬼島津,26400,2
74,S30,閻魔,25800,False,S26,桜花乱舞,25900,2
75,S4,毘沙門天,30200,True,S3,紅蓮の刃,28900,2
76,S40,龍谷山,25800,False,S6,素寒貧,27100,2
77,S9,月下翼松,28000,True,S31,義風堂々,27600,2
78,S6,里見八犬伝,32368,True,S18,TITANS,31800,2
79,S25,漢隊,32400,True,S4,如水,32221,2
80,S20,遊嬉宴楽,25213,False,S12,風林火山,26200,2
81,S9,武装農民,27587,True,S4,太陽の子,26400,2
82,S14,ジェダイ,23100,False,S8,天地不焦肆国,24840,2
83,S19,鬼島津,27500,True,S9,FM807,26900,2
84,S36,おもち,29700,True,S29,九州総統連合,27900,2
85,S14,念仏喫茶,27559,True,S8,鎌倉幕府,26900,2
86,S11,関東ニャン組,27441,False,S22,ゆる〜く,27900,2
87,S19,乙女桔梗,29768,True,S25,勝鬨で候,28900,2
88,S5,白虎隊,25300,True,S21,華光燐,23200,2
89,S5,臥龍戴天,27504,True,S38,爆弾一味,25900,2
90,S6,創造主,25300,False,S20,華,25903,2
91,S4,太陽の子,25300,False,S9,武装農民,26487,2
92,S3,成田長親,27500,False,S21,蟹江警備隊,27970,2
93,S23,鬼神,25397,True,S22,蝉時雨,24400,2
94,S27,空中庭園,18797,False,S7,続、不協和音,23000,2
95,S34,最後の晩餐,29700,False,S34,九州探題,30600,2
96,S26,桜花乱舞,27000,True,S30,閻魔,26900,2
97,S35,光風霽月,27000,True,S12,鎮西一,25400,2
98,S37,威風凛々,24800,False,S4,RED,25700,2
99,S3,夜桜,27000,True,S26,姫のワルツ,25400,2
100,S15,葉隠,20302,False,S1,パッショーネ,22200,2
101,S2,天下蒼生,33600,True,S20,絆,33274,2
102,S36,魔法陣,24797,False,S18,薔薇園,25400,2
103,S20,華,27003,True,S6,創造主,26400,2
104,S17,九州天皇會,31400,True,S26,倭寇,29600,2
105,S38,爆弾一味,24800,False,S5,臥龍戴天,26404,2
106,S12,薔薇の獅子団,22600,False,S12,四国万来,24400,2
107,S25,梅の花,20498,False,S17,BASARA,22500,2
108,S8,羅針盤,27000,True,S8,惡質,25400,2
109,S8,和気藹々,27000,False,S10,一人旅,27861,2
110,S35,太郎丸,29200,False,S1,夜月風雪,30188,2
111,S17,極楽浄土,29200,False,S1,風の如く,30100,2
112,S30,秦国,28700,True,S4,百万一心,27856,2
113,S37,武尊会,26500,True,S5,華笠衆,25400,2
114,S39,風林火山,24300,False,S14,四国連合,25200,2
115,S18,薔薇園,26500,True,S36,魔法陣,25897,2
116,S8,アルナ軍,28700,False,S21,新日薙帝國,30486,2
117,S16,雅,24300,True,S19,乱舞,23000,2
118,S5,華笠衆,24300,False,S37,武尊会,25400,2
119,S7,鸞翔鳳集,26500,False,S33,武田家,27160,2
120,S31,義風堂々,26500,False,S9,月下翼松,26900,2
121,S27,不倶戴天,26500,False,S36,暁,27600,2
122,S21,華光燐,22100,False,S5,白虎隊,24200,2
123,S36,暁,28700,True,S27,不倶戴天,27600,2
124,S12,鎮西一,24300,False,S35,光風霽月,25900,2
125,S26,姫のワルツ,24300,False,S3,夜桜,25900,2
126,S8,惡質,24300,False,S8,羅針盤,25900,2
127,S13,【和華】,24300,True,S31,珍遊記,24744,2
128,S27,酔いどれ屋w,30400,True,S10,魔苦土那瑠怒,28800,2
129,S3,天神風,23800,False,S27,遊楽庵,24900,2
130,S18,RAVENS,30400,False,S7,合肥,30600,2
131,S27,遊楽庵,26000,True,S3,天神風,24900,2
132,S31,珍遊記,23644,False,S13,【和華】,23200,2
133,S10,八咫烏,28200,True,S28,倭国,27100,0
134,S8,天地不焦肆国,25940,True,S14,ジェダイ,24200,2
135,S21,花火百景,26000,True,S8,天道,24400,2
136,S28,倭国,26000,False,S10,八咫烏,27100,2
137,S6,赤備え,19559,False,S13,Lily,22200,0
138,S3,神算鬼謀,28200,True,S14,満足同盟,27003,2
139,S30,楽華隊,26000,True,S2,東南の風,24663,2
140,S21,百鬼夜行,23800,True,S31,無窮の夢,20100,2
141,S14,満足同盟,25903,False,S3,神算鬼謀,27100,2
142,S6,素寒貧,28200,True,S40,龍谷山,26900,2
143,S33,武田家,28260,True,S7,鸞翔鳳集,27600,2
144,S7,安芸諸国連合,29900,True,S13,自由の翼,29100,2
145,S15,越後同盟,16700,False,S7,歌舞伎衆,23000,0
146,S13,Lily,23300,True,S6,赤備え,20659,0
147,S16,戦国七雄,21100,False,S20,北陸遊撃隊,22200,2
148,S10,魔苦土那瑠怒,27700,False,S27,酔いどれ屋w,29300,2
149,S1,巨砲爆裂,23300,False,S3,鬼兵隊,24400,2
150,S8,システマ,27632,False,S31,八咫烏,29137,2
151,S25,天上天下,27700,False,S5,奇兵隊,28928,2
152,S28,百花繚乱,32100,True,S16,天下一品,30600,2
153,S22,蝉時雨,23300,False,S23,鬼神,24297,2
154,S3,鬼兵隊,25500,True,S1,巨砲爆裂,24400,2
155,S8,天道,23300,False,S21,花火百景,24900,2
156,S31,無窮の夢,19000,False,S21,百鬼夜行,22700,2
157,S20,北陸遊撃隊,23300,True,S16,戦国七雄,22200,2
158,S1,パッショーネ,23300,True,S15,葉隠,21402,2
159,S12,四国万来,25500,True,S12,薔薇の獅子団,23700,2
